epoch,lr,train_loss,train_reward_accuracy,train_reward_margin,train_implicit_kl,val_loss,val_reward_accuracy,val_reward_margin,val_implicit_kl,train_batches,train_pairs,val_batches,val_pairs,train_skipped,val_skipped
1.0,1e-05,0.6928206490618842,,,,0.6924619512124495,0.6578358208955224,0.0013918603950114278,0.02062144492989156,84.0,0.0,11.0,2680.0,0.0,0.0
2.0,1e-05,0.6921172454243615,,,,0.6916796673427928,0.7097014925373134,0.0029647791910367314,-0.05007491182925096,84.0,0.0,11.0,2680.0,0.0,0.0
3.0,1e-05,0.6881184592133477,,,,0.673830276185816,0.7843283582089552,0.039868210158436744,-2.0936928193960616,84.0,0.0,11.0,2680.0,0.0,0.0
4.0,1e-05,0.630339652299881,,,,0.5939250100742687,0.7858208955223881,0.24816858449470688,-6.27452236716427,84.0,0.0,11.0,2680.0,0.0,0.0
5.0,1e-05,0.5798149747507912,,,,0.562881122935902,0.789179104477612,0.34057674027360313,-7.492553811998509,84.0,0.0,11.0,2680.0,0.0,0.0
6.0,1e-05,0.5529380284604573,,,,0.5387491638010199,0.801865671641791,0.41049572602247175,-8.148817939188943,84.0,0.0,11.0,2680.0,0.0,0.0
7.0,1e-05,0.5349755067200888,,,,0.5242953192103993,0.8067164179104478,0.4566596750501787,-8.093777706373983,84.0,0.0,11.0,2680.0,0.0,0.0
8.0,1e-05,0.523457945102737,,,,0.5161446983164008,0.8119402985074626,0.483556630743723,-8.16664198405707,84.0,0.0,11.0,2680.0,0.0,0.0
9.0,1e-05,0.5169842810857863,,,,0.5099014477296309,0.8111940298507463,0.5049905878500779,-8.2720277757787,84.0,0.0,11.0,2680.0,0.0,0.0
10.0,1e-05,0.5119454087246031,,,,0.5050096620212902,0.8175373134328359,0.5219893506603636,-8.302182123554287,84.0,0.0,11.0,2680.0,0.0,0.0
11.0,1e-05,0.5080311543175152,,,,0.5015235082669691,0.8227611940298507,0.5349809698406356,-8.118229811938841,84.0,0.0,11.0,2680.0,0.0,0.0
12.0,1e-05,0.5052469156327701,,,,0.49954156983982434,0.8201492537313433,0.5416840139058565,-8.304785167637156,84.0,0.0,11.0,2680.0,0.0,0.0
13.0,1e-05,0.5030769535473415,,,,0.4985411058772694,0.8167910447761194,0.5470808336077301,-8.294756593277205,84.0,0.0,11.0,2680.0,0.0,0.0
14.0,1e-05,0.5016504178444544,,,,0.49658711660992017,0.8227611940298507,0.5527211130765228,-8.237760526742509,84.0,0.0,11.0,2680.0,0.0,0.0
15.0,1e-05,0.5004164062085605,,,,0.49576273831454193,0.8257462686567164,0.5558182381394022,-8.27142695668918,84.0,0.0,11.0,2680.0,0.0,0.0
16.0,1e-05,0.4998844432688895,,,,0.4944905069741336,0.8276119402985075,0.559391857870835,-8.239064690604138,84.0,0.0,11.0,2680.0,0.0,0.0
17.0,1e-05,0.4986027174052738,,,,0.49402136423371057,0.8242537313432836,0.5616922538479435,-8.3890266688902,84.0,0.0,11.0,2680.0,0.0,0.0
18.0,1e-05,0.49816691662584034,,,,0.49357458407228644,0.8253731343283582,0.5631470207061118,-8.343538070792583,84.0,0.0,11.0,2680.0,0.0,0.0
19.0,1e-05,0.497821487841152,,,,0.4935841912573034,0.8264925373134329,0.5635004312406775,-8.342395872144557,84.0,0.0,11.0,2680.0,0.0,0.0
20.0,1e-05,0.49734584738810855,,,,0.49307532473043963,0.8216417910447761,0.5650708064461091,-8.315283675691974,84.0,0.0,11.0,2680.0,0.0,0.0
21.0,1e-05,0.49720191139550435,,,,0.49252879890528595,0.8261194029850746,0.5662416713233618,-8.319473354852022,84.0,0.0,11.0,2680.0,0.0,0.0
22.0,1e-05,0.4968575278208369,,,,0.49297933686863293,0.8287313432835821,0.5657795808273938,-8.373267042814796,84.0,0.0,11.0,2680.0,0.0,0.0
23.0,1e-05,0.4964463654018584,,,,0.49195110256021674,0.8253731343283582,0.5688447870793902,-8.419463460836837,84.0,0.0,11.0,2680.0,0.0,0.0
24.0,1e-05,0.49572247160332544,,,,0.4921760586175052,0.8208955223880597,0.5680760303032989,-8.373503807409486,84.0,0.0,11.0,2680.0,0.0,0.0
25.0,1e-05,0.49572698913869406,,,,0.49208243868567725,0.8264925373134329,0.5685960577941804,-8.387362334977334,84.0,0.0,11.0,2680.0,0.0,0.0
